001,W001,1,北海道
001,W001,2,青森県
001,W001,3,岩手県
001,W001,4,宮城県
001,W001,5,秋田県
001,W001,6,山形県
001,W001,7,福島県
001,W002,8,茨城県
001,W002,9,栃木県
001,W002,10,群馬県
001,W002,11,埼玉県
001,W002,12,千葉県
001,W002,13,東京都
001,W002,14,神奈川県
001,W003,15,新潟県
001,W003,16,富山県
001,W003,17,石川県
001,W003,18,福井県
001,W003,19,山梨県
001,W003,20,長野県
001,W004,21,岐阜県
001,W004,22,静岡県
001,W004,23,愛知県
001,W004,24,三重県
001,W005,25,滋賀県
001,W005,26,京都府
001,W005,27,大阪府
001,W005,28,兵庫県
001,W005,29,奈良県
001,W005,30,和歌山県
001,W006,31,鳥取県
001,W006,32,島根県
001,W006,33,岡山県
001,W006,34,広島県
001,W006,35,山口県
001,W006,36,徳島県
001,W006,37,香川県
001,W006,38,愛媛県
001,W006,39,高知県
001,W007,40,福岡県
001,W007,41,佐賀県
001,W007,42,長崎県
001,W007,43,熊本県
001,W007,44,大分県
001,W007,45,宮崎県
001,W007,46,鹿児島県
001,W007,47,沖縄県
001,W008,48,海外